"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ergo_dia4_m1,enero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia4_m1] = ""1""",,,,,,
ergo_compri_dia4_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia4_m1(4)] = ""1""",,,,,,
benzo_dia4_m1,enero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia4_m1] = ""1""",,,,,,
benzo_compri_dia4_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia4_m1(5)] = ""1""",,,,,,
combin_dia4_m1,enero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia4_m1] = ""1""",,,,,,
combin_compri_dia4_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia4_m1(6)] = ""1""",,,,,,
tabla_analgesicos_dia5_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia5_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia5_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
tabla_compri_dia5_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia5_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia5_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia5_m1(0)] = ""1"" or [triptanes_dia5_m1(1)] = ""1"" or [simples_dia5_m1(2)] = ""1"" or [opioides_dia5_m1(3)] = ""1"" or [ergo_dia5_m1(4)] = ""1"" or [benzo_dia5_m1(5)] = ""1"" or [combin_dia5_m1(6)] = ""1""",,,,,,
borrar_intensidad_dia5_m1,enero,,descriptive,Intensidad,,,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
borrar_horas_dia5_m1,enero,,descriptive,Horas,,,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
borrar_analgesicost_dia5_m1,enero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
borrar_analgesicos_dia5_m1,enero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
borrar_numero_dia5_m1,enero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia5_m1(0)] = ""1"" or [triptanes_dia5_m1(1)] = ""1"" or [simples_dia5_m1(2)] = ""1"" or [opioides_dia5_m1(3)] = ""1"" or [ergo_dia5_m1(4)] = ""1"" or [benzo_dia5_m1(5)] = ""1"" or [combin_dia5_m1(6)] = ""1""",,,,,,
cefalea_dia5_m1,enero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia5_m1,enero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
horas_dia5_m1,enero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
analgesicos_dia5_m1,enero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia5_m1] = ""1""",,,,,,
aines_dia5_m1,enero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
aines_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia5_m1(0)] = ""1""",,,,,,
triptanes_dia5_m1,enero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
triptanes_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia5_m1(1)] = ""1""",,,,,,
simples_dia5_m1,enero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
simples_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia5_m1(2)] = ""1""",,,,,,
opioides_dia5_m1,enero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
opioides_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia5_m1(3)] = ""1""",,,,,,
ergo_dia5_m1,enero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
ergo_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia5_m1(4)] = ""1""",,,,,,
benzo_dia5_m1,enero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
benzo_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia5_m1(5)] = ""1""",,,,,,
combin_dia5_m1,enero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia5_m1] = ""1""",,,,,,
combin_compri_dia5_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia5_m1(6)] = ""1""",,,,,,
tabla_analgesicos_dia6_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia6_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia6_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
tabla_compri_dia6_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 252px;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia6_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia6_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia6_m1(0)] = ""1"" or [triptanes_dia6_m1(1)] = ""1"" or [simples_dia6_m1(2)] = ""1"" or [opioides_dia6_m1(3)] = ""1"" or [ergo_dia6_m1(4)] = ""1"" or [benzo_dia6_m1(5)] = ""1"" or [combin_dia6_m1(6)] = ""1""",,,,,,
borrar_intensidad_dia6_m1,enero,,descriptive,Intensidad,,,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
borrar_horas_dia6_m1,enero,,descriptive,Horas,,,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
borrar_analgesicost_dia6_m1,enero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
borrar_analgesicos_dia6_m1,enero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
borrar_numero_dia6_m1,enero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia6_m1(0)] = ""1"" or [triptanes_dia6_m1(1)] = ""1"" or [simples_dia6_m1(2)] = ""1"" or [opioides_dia6_m1(3)] = ""1"" or [ergo_dia6_m1(4)] = ""1"" or [benzo_dia6_m1(5)] = ""1"" or [combin_dia6_m1(6)] = ""1""",,,,,,
cefalea_dia6_m1,enero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia6_m1,enero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
horas_dia6_m1,enero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
analgesicos_dia6_m1,enero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia6_m1] = ""1""",,,,,,
aines_dia6_m1,enero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
aines_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia6_m1(0)] = ""1""",,,,,,
triptanes_dia6_m1,enero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
triptanes_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia6_m1(1)] = ""1""",,,,,,
simples_dia6_m1,enero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
simples_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia6_m1(2)] = ""1""",,,,,,
opioides_dia6_m1,enero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
opioides_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia6_m1(3)] = ""1""",,,,,,
ergo_dia6_m1,enero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
ergo_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia6_m1(4)] = ""1""",,,,,,
benzo_dia6_m1,enero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
benzo_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia6_m1(5)] = ""1""",,,,,,
combin_dia6_m1,enero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia6_m1] = ""1""",,,,,,
combin_compri_dia6_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia6_m1(6)] = ""1""",,,,,,
tabla_analgesicos_dia7_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia7_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia7_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
tabla_compri_dia7_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 252px;"" border=""0""> <tbody> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""height: 36px; width: 100%; border: 0.5px outset #000000; vertical-align: middle;""> <p>{aines_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{triptanes_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{simples_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{opioides_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; vertical-align: middle; height: 36px; border: 0.5px outset #000000;""> <p>{ergo_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{benzo_compri_dia7_m1}</p> </td> </tr> <tr style=""height: 36px; border-color: #000000; border-style: none;""> <td style=""width: 100%; height: 36px; border: 0.5px outset #000000; vertical-align: middle;""> <p>{combin_compri_dia7_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[aines_dia7_m1(0)] = ""1"" or [triptanes_dia7_m1(1)] = ""1"" or [simples_dia7_m1(2)] = ""1"" or [opioides_dia7_m1(3)] = ""1"" or [ergo_dia7_m1(4)] = ""1"" or [benzo_dia7_m1(5)] = ""1"" or [combin_dia7_m1(6)] = ""1""",,,,,,
borrar_intensidad_dia7_m1,enero,,descriptive,Intensidad,,,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
borrar_horas_dia7_m1,enero,,descriptive,Horas,,,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
borrar_analgesicost_dia7_m1,enero,,descriptive,Analgésicos,,,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
borrar_analgesicos_dia7_m1,enero,,descriptive,"¿Qué analgésicos?",,,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
borrar_numero_dia7_m1,enero,,descriptive,"Número de comprimidos",,,,,,,"[aines_dia7_m1(0)] = ""1"" or [triptanes_dia7_m1(1)] = ""1"" or [simples_dia7_m1(2)] = ""1"" or [opioides_dia7_m1(3)] = ""1"" or [ergo_dia7_m1(4)] = ""1"" or [benzo_dia7_m1(5)] = ""1"" or [combin_dia7_m1(6)] = ""1""",,,,,,
cefalea_dia7_m1,enero,,radio,Cefalea,"0, No | 1, Sí",,,,,,,,,,,,
intensidad_dia7_m1,enero,,radio,Intensidad,"0, Leve | 1, Moderada | 2, Severa",,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
horas_dia7_m1,enero,,dropdown,Horas,"0, 1 | 1, 2 | 2, 3 | 3, 4 | 4, 5 | 5, 6 | 6, 7 | 7, 8 | 8, 9 | 9, 10 | 10, 11 | 11, 12 | 12, 13 | 13, 14 | 14, 15 | 15, 16 | 16, 17 | 17, 18 | 18, 19 | 19, 20 | 20, 21 | 21, 22 | 22, 23 | 23, 24",,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
analgesicos_dia7_m1,enero,,radio,Analgésicos,"0, No | 1, Sí",,,,,,"[cefalea_dia7_m1] = ""1""",,,,,,
aines_dia7_m1,enero,,checkbox,"Tipo de analgésicos","0, AINEs",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
aines_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[aines_dia7_m1(0)] = ""1""",,,,,,
triptanes_dia7_m1,enero,,checkbox,"Tipo de analgésicos","1, Triptanes",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
triptanes_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[triptanes_dia7_m1(1)] = ""1""",,,,,,
simples_dia7_m1,enero,,checkbox,"Tipo de analgésicos","2, Analgésicos simples",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
simples_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[simples_dia7_m1(2)] = ""1""",,,,,,
opioides_dia7_m1,enero,,checkbox,"Tipo de analgésicos","3, Opioides",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
opioides_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[opioides_dia7_m1(3)] = ""1""",,,,,,
ergo_dia7_m1,enero,,checkbox,"Tipo de analgésicos","4, Ergotamínicos",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
ergo_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[ergo_dia7_m1(4)] = ""1""",,,,,,
benzo_dia7_m1,enero,,checkbox,"Tipo de analgésicos","5, Benzodiacepinas",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
benzo_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[benzo_dia7_m1(5)] = ""1""",,,,,,
combin_dia7_m1,enero,,checkbox,"Tipo de analgésicos","6, Combinados",,,,,,"[analgesicos_dia7_m1] = ""1""",,,,,,
combin_compri_dia7_m1,enero,,text,"Número de comprimidos",,,number,0,30,,"[combin_dia7_m1(6)] = ""1""",,,,,,
tabla_analgesicos_dia8_m1,enero,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse;"" border=""0""> <tbody> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""height: 10px; border: 0.5px inset #000000; width: 300px; vertical-align: bottom;""> <p>{aines_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{triptanes_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{simples_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{opioides_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{ergo_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{benzo_dia8_m1}</p> </td> </tr> <tr style=""height: 30px; border-color: #000000; border-style: none;""> <td style=""border: 0.5px inset #000000; width: 300px; height: 10px; vertical-align: bottom;""> <p>{combin_dia8_m1}</p> </td> </tr> </tbody> </table></div>",,,,,,,"[analgesicos_dia8_m1] = ""1""",,,,,,
